GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH),Total Population 18+,White 18+ (NH),Black 18+ (NH),Hispanic 18+,Asian and Pacific Islander 18+ (NH),Native American 18+ (NH),Other 18+ (NH),Pres08 Total Vote,Pres08 Dem Vote,Pres08 Rep Vote,Avg Dem Vote,Avg Rep Vote
37097CC2,0,Voting District CC2,Iredell,8660,6075,1512,700,153,32,188,6444,4703,1098,440,104,27,72,3613,1698,1884,1629,1984
37097DV1-A,0,Voting District DV1-A,Iredell,8242,7340,242,307,264,12,77,5764,5195,168,199,162,8,32,3849,1186,2621,1090,2759
37097CC3,0,Voting District CC3,Iredell,10611,8468,1094,644,135,52,218,7675,6284,772,406,99,35,79,4637,1837,2738,1758,2879
37097FT,0,Voting District FT,Iredell,8928,7585,850,305,67,10,111,6855,5960,622,177,45,8,43,4628,1495,3099,1536,3092
37097CH-A,0,Voting District CH-A,Iredell,3527,2481,640,288,77,11,30,2677,1927,517,173,40,9,11,1781,793,977,797,984
37099QUA,0,Voting District QUA,Jackson,6161,2311,32,318,55,3173,272,4553,1960,22,187,45,2177,162,1915,1028,864,1023,892
37099CAS,0,Voting District CAS,Jackson,1974,1755,11,174,16,6,12,1698,1539,8,128,9,6,8,1342,486,842,488,854
37099HAMMNT,0,Voting District HAMMNT,Jackson,2230,1984,1,211,6,11,17,1825,1664,1,136,5,11,8,893,282,594,328,565
37099BCK,0,Voting District BCK,Jackson,1839,1708,8,33,5,63,22,1485,1389,8,24,5,43,16,776,311,456,322,454
37099ALLSC,0,Voting District ALLSC,Jackson,2094,1950,12,50,6,49,27,1702,1613,9,24,3,40,13,1062,600,451,631,431
37099RIV,0,Voting District RIV,Jackson,1359,1050,8,252,8,31,10,1024,845,7,150,5,14,3,487,230,252,245,242
37099CFK,0,Voting District CFK,Jackson,738,702,1,10,5,18,2,591,572,0,7,1,9,2,358,187,165,200,158
37099WEB,0,Voting District WEB,Jackson,2686,2524,26,44,21,32,39,2159,2056,21,22,16,21,23,1290,729,539,765,525
37099SAV,0,Voting District SAV,Jackson,1495,1434,1,10,3,34,13,1186,1142,1,6,2,26,9,713,307,396,352,361
37099SYLDIL,0,Voting District SYLDIL,Jackson,8198,7286,103,424,106,142,137,6562,5951,95,266,79,93,78,3672,2034,1579,2096,1576
37099CUL,0,Voting District CUL,Jackson,9428,8131,515,476,108,73,125,8698,7572,507,357,96,56,110,3247,1972,1219,1911,1336
37099GCK,0,Voting District GCK,Jackson,1429,1349,10,22,12,17,19,1147,1101,6,15,8,9,8,672,367,294,388,284
37099CAN,0,Voting District CAN,Jackson,640,611,1,14,2,7,5,518,498,1,9,2,5,3,284,139,142,142,142
37101PR26,0,Voting District PR26,Johnston,4445,1625,1631,1125,12,4,48,3336,1332,1255,717,8,4,20,1716,1167,540,1196,520
37101PR24,0,Voting District PR24,Johnston,4226,1524,1362,1240,9,22,69,3100,1301,994,760,7,12,26,1352,822,524,852,500
37101PR20,0,Voting District PR20,Johnston,4793,2778,1104,827,6,12,66,3446,2133,792,481,4,9,27,1699,700,988,757,942
37101PR09,0,Voting District PR09,Johnston,6109,4664,673,593,81,19,79,4164,3294,445,336,53,12,24,2880,1055,1800,1024,1856
37101PR01,0,Voting District PR01,Johnston,2292,1594,293,342,14,6,43,1681,1240,205,199,10,6,21,806,231,572,275,531
37101PR22,0,Voting District PR22,Johnston,4852,3363,647,775,6,13,48,3517,2615,435,442,3,9,13,1914,601,1301,722,1192
37101PR21,0,Voting District PR21,Johnston,4075,3083,324,576,5,14,73,3032,2417,246,327,5,12,25,1592,367,1214,482,1110
37101PR25,0,Voting District PR25,Johnston,4528,1742,1198,1486,10,14,78,3178,1413,828,889,8,12,28,1528,802,713,835,693
37101PR27,0,Voting District PR27,Johnston,7226,4549,1461,974,96,23,123,5521,3748,1064,580,65,14,50,2841,1325,1492,1394,1447
37101PR28,0,Voting District PR28,Johnston,5844,3721,851,1172,24,18,58,4314,2968,593,702,18,13,20,2400,902,1479,979,1421
37101PR10,0,Voting District PR10,Johnston,6312,4132,1254,757,43,11,115,4766,3297,907,467,36,10,49,3082,1406,1648,1442,1640
37101PR19,0,Voting District PR19,Johnston,2812,2099,324,355,3,6,25,2129,1681,238,196,1,4,9,1142,332,798,397,745
37101PR12,0,Voting District PR12,Johnston,9508,7558,1220,387,98,62,183,6596,5363,836,229,67,37,64,4786,1804,2945,1772,3014
37101PR13,0,Voting District PR13,Johnston,3623,2898,354,279,25,20,47,2659,2198,240,165,19,16,21,1531,429,1078,476,1055
37101PR30,0,Voting District PR30,Johnston,5555,3103,1409,889,31,33,90,4043,2415,1039,498,24,33,34,2001,925,1064,932,1069
37101PR06,0,Voting District PR06,Johnston,2548,2009,305,198,7,11,18,1973,1598,234,117,4,9,11,1059,268,784,364,695
37101PR08,0,Voting District PR08,Johnston,3067,2660,141,208,10,8,40,2235,2013,87,107,10,7,11,1215,221,987,334,881
37101PR05,0,Voting District PR05,Johnston,1763,1277,298,167,1,11,9,1312,993,214,95,1,7,2,795,249,542,306,489
37101PR14,0,Voting District PR14,Johnston,3061,2600,86,334,12,13,16,2327,2030,63,202,8,11,13,1284,259,1016,342,942
37101PR16,0,Voting District PR16,Johnston,3109,2049,429,558,5,18,50,2305,1619,305,342,3,16,20,1121,420,696,467,654
37101PR15,0,Voting District PR15,Johnston,3907,2735,272,846,6,17,31,2893,2177,193,487,3,13,20,1562,416,1142,544,1018
37101PR02,0,Voting District PR02,Johnston,1653,969,498,169,1,2,14,1257,807,349,91,1,2,7,670,275,393,295,375
37101PR07,0,Voting District PR07,Johnston,4216,3269,505,365,19,14,44,3120,2526,367,187,10,12,18,1835,499,1324,649,1186
37101PR04,0,Voting District PR04,Johnston,1929,1234,372,288,1,10,24,1424,966,273,166,1,9,9,757,230,521,302,456
37101PR18,0,Voting District PR18,Johnston,2056,1611,156,261,1,10,17,1503,1219,114,152,1,6,11,786,145,633,186,600
37101PR29A,0,Voting District PR29A,Johnston,6599,5497,439,471,54,20,118,4290,3641,293,270,35,13,38,3184,1097,2059,1095,2089
37101PR32,0,Voting District PR32,Johnston,3818,2884,366,488,13,17,50,2793,2188,280,279,11,13,22,1533,525,984,545,988
37101PR29B,0,Voting District PR29B,Johnston,7666,6292,732,465,59,29,89,5236,4368,513,262,33,18,42,3487,1304,2151,1264,2223
37101PR34,0,Voting District PR34,Johnston,8701,5189,1981,1242,82,44,163,6135,3891,1352,727,63,34,68,3698,1877,1782,1799,1899
37101PR11B,0,Voting District PR11B,Johnston,5600,4173,876,373,81,14,83,4077,3153,598,226,58,14,28,2847,1271,1534,1248,1599
37101PR31B,0,Voting District PR31B,Johnston,6509,5035,655,599,56,32,132,4463,3520,468,359,44,22,50,2708,1061,1632,1033,1675
37101PR31A,0,Voting District PR31A,Johnston,3611,2705,449,361,30,11,55,2535,1965,306,216,20,9,19,1663,635,1007,645,1018
37101PR23,0,Voting District PR23,Johnston,9510,7220,860,1179,47,57,147,6742,5288,621,704,36,40,53,3898,1319,2542,1325,2573
37101PR33,0,Voting District PR33,Johnston,5167,4068,315,639,31,44,70,3702,3023,211,381,24,32,31,2008,555,1436,575,1433
37101PR03,0,Voting District PR03,Johnston,2888,2261,277,303,5,15,27,2244,1822,212,180,4,12,14,1277,318,946,432,845
37101PR17,0,Voting District PR17,Johnston,1310,1076,54,172,2,5,1,985,837,45,96,2,4,1,588,135,448,178,410
37101PR11A,0,Voting District PR11A,Johnston,3990,2623,911,351,23,10,72,2875,1951,669,201,16,10,28,1772,848,907,825,947
37103P01,0,Voting District P01,Jones,1074,641,361,53,2,2,15,822,529,249,32,2,2,8,461,191,269,221,240
37103P02,0,Voting District P02,Jones,641,508,79,42,0,7,5,521,430,61,24,0,3,3,332,69,260,106,226
37103P04,0,Voting District P04,Jones,2612,1643,853,50,12,10,44,2102,1353,676,36,11,7,19,1515,703,800,780,735
37103P07,0,Voting District P07,Jones,2038,1060,829,71,13,12,53,1566,858,611,50,11,12,24,894,487,402,535,359
37103P05,0,Voting District P05,Jones,1981,891,939,87,3,15,46,1538,703,759,46,3,11,16,1179,728,445,788,390
37103P03,0,Voting District P03,Jones,907,794,82,27,0,4,0,689,600,67,19,0,3,0,454,98,353,150,304
37103P06,0,Voting District P06,Jones,900,680,133,68,4,1,14,707,552,101,42,4,1,7,392,102,288,142,250
37105B,0,Voting District B,Lee,6691,4208,1360,945,50,28,100,5063,3359,1016,576,43,21,48,2837,1257,1551,1377,1460
37105D,0,Voting District D,Lee,10529,8326,1134,738,174,45,112,8015,6511,853,453,123,33,42,5780,2040,3689,2299,3481
37105E,0,Voting District E,Lee,10187,6150,1486,2311,68,51,121,7643,5055,1089,1364,51,38,46,4112,1767,2298,1923,2189
37105A,0,Voting District A,Lee,18516,6698,5920,5362,155,62,319,13299,5513,4254,3228,119,54,131,5976,3822,2099,3819,2157
37105C,0,Voting District C,Lee,11943,8939,1469,1220,41,67,207,8986,7072,1033,702,38,54,87,5083,1898,3138,2105,2978
37107SH,0,Voting District SH,Lenoir,1256,988,149,95,2,3,19,945,760,119,52,2,3,9,479,122,355,151,328
37107SW,0,Voting District SW,Lenoir,1722,1422,150,120,8,5,17,1324,1113,123,70,4,5,9,743,160,578,233,510
37107N,0,Voting District N,Lenoir,5129,3356,1256,423,11,15,68,3898,2699,886,262,7,13,31,2061,689,1363,849,1212
37107K2,0,Voting District K2,Lenoir,1684,115,1525,25,2,1,16,1373,109,1230,20,2,1,11,650,632,14,631,19
37107I,0,Voting District I,Lenoir,2628,1749,611,214,9,19,26,1941,1375,403,134,7,14,8,1085,357,720,392,693
37107T1,0,Voting District T1,Lenoir,2056,1543,196,282,3,6,26,1564,1234,150,164,2,6,8,884,193,687,283,601
37107FC,0,Voting District FC,Lenoir,5974,4330,1096,401,48,40,59,4572,3473,781,230,34,29,25,2907,790,2097,934,1973
37107MH,0,Voting District MH,Lenoir,5715,2836,2320,463,24,11,61,4381,2272,1772,278,20,11,28,2708,1441,1257,1619,1089
37107K7,0,Voting District K7,Lenoir,2867,434,2316,73,6,5,33,2150,380,1702,40,6,5,17,1384,1167,216,1175,209
37107K9,0,Voting District K9,Lenoir,2465,1107,1197,79,34,4,44,1998,964,927,50,31,4,22,1430,797,625,841,589
37107K1,0,Voting District K1,Lenoir,1999,31,1911,29,0,4,24,1242,26,1198,9,0,2,7,600,593,7,588,12
37107K6,0,Voting District K6,Lenoir,3274,387,2787,51,16,5,28,2322,333,1929,32,13,5,10,1435,1265,168,1273,162
37107K4,0,Voting District K4,Lenoir,3613,2395,1020,109,41,5,43,3020,2070,828,69,31,4,18,1969,761,1199,861,1108
37107K8,0,Voting District K8,Lenoir,1392,7,1358,10,1,6,10,1118,6,1097,3,1,6,5,847,840,6,832,15
37107K3,0,Voting District K3,Lenoir,2074,632,1255,112,13,5,57,1541,542,872,88,10,5,24,888,631,252,627,261
37107V,0,Voting District V,Lenoir,3545,1572,1625,294,8,4,42,2709,1294,1190,193,7,4,21,1557,809,744,863,694
37107C,0,Voting District C,Lenoir,3684,1856,1500,255,22,9,42,2724,1472,1067,145,14,7,19,1487,736,746,784,704
37107T2,0,Voting District T2,Lenoir,1663,1336,97,206,6,4,14,1177,977,66,120,3,4,7,599,139,458,199,400
37107W,0,Voting District W,Lenoir,1678,1506,88,69,1,5,9,1282,1155,69,50,0,4,4,749,128,616,225,524
37107K5,0,Voting District K5,Lenoir,2038,744,1225,34,22,1,12,1622,647,925,24,18,1,7,1015,679,328,697,318
37107PH2,0,Voting District PH2,Lenoir,1970,1330,204,411,5,5,15,1467,1070,143,242,3,3,6,700,144,553,232,468
37107PH1,0,Voting District PH1,Lenoir,1069,816,82,162,0,1,8,793,642,60,88,0,1,2,419,74,342,123,296
37109AS25,0,Voting District AS25,Lincoln,3255,2681,128,357,35,6,48,2558,2180,94,239,21,4,20,1676,485,1176,535,1141
37109BS26,0,Voting District BS26,Lincoln,2870,2227,403,208,9,1,22,2237,1768,326,127,7,1,8,1258,477,768,503,755
37109BC13,0,Voting District BC13,Lincoln,3334,1948,467,788,36,13,82,2484,1569,345,531,20,6,13,892,414,463,395,497
37109SL24,0,Voting District SL24,Lincoln,2549,2126,133,234,16,5,35,2002,1717,85,161,12,5,22,1207,361,833,413,794
37109LS15,0,Voting District LS15,Lincoln,2035,1877,35,75,10,2,36,1584,1493,26,43,7,2,13,937,254,665,333,604
37109LI14,0,Voting District LI14,Lincoln,2164,1846,149,125,22,4,18,1783,1572,105,76,15,4,11,1024,354,658,397,627
37109CR06,0,Voting District CR06,Lincoln,1429,1283,13,118,1,0,14,1108,1018,12,72,1,0,5,614,275,327,314,300
37109LS12,0,Voting District LS12,Lincoln,2666,1850,425,332,3,7,49,2066,1531,299,207,3,7,19,1126,606,503,608,518
37109HV07,0,Voting District HV07,Lincoln,3725,3323,70,280,14,5,33,2770,2519,53,170,10,3,15,1579,513,1029,610,969
37109LN11,0,Voting District LN11,Lincoln,2220,1629,317,229,4,8,33,1755,1328,249,148,4,5,21,1060,578,474,579,481
37109NB09,0,Voting District NB09,Lincoln,3950,3668,90,154,2,14,22,3020,2822,70,105,1,11,11,1709,532,1157,658,1051
37109TR30,0,Voting District TR30,Lincoln,1462,1255,115,48,1,15,28,1108,960,94,26,1,12,15,729,254,466,263,466
37109LM16,0,Voting District LM16,Lincoln,2244,2045,39,133,12,0,15,1764,1633,28,86,10,0,7,881,298,568,360,522
37109DV08,0,Voting District DV08,Lincoln,3834,3577,58,149,9,9,32,2905,2726,40,107,8,7,17,1661,523,1105,601,1060
37109WP32,0,Voting District WP32,Lincoln,5105,4728,147,131,46,6,47,3812,3573,101,85,34,4,15,2822,869,1928,825,1997
37109NB03,0,Voting District NB03,Lincoln,1890,1753,28,72,4,10,23,1471,1385,25,41,4,7,9,900,212,681,224,676
37109LW31,0,Voting District LW31,Lincoln,3762,3424,157,94,31,20,36,2823,2596,112,62,23,16,14,1948,581,1340,587,1361
37109IS20,0,Voting District IS20,Lincoln,2269,2053,84,83,4,14,31,1770,1624,65,50,4,8,19,1046,289,745,304,742
37109LW18,0,Voting District LW18,Lincoln,1757,1432,221,42,9,7,46,1362,1122,180,21,7,7,25,685,248,433,261,424
37109CF19,0,Voting District CF19,Lincoln,1789,1695,19,41,16,5,13,1402,1342,13,26,10,4,7,1075,265,795,268,807
37109TE27,0,Voting District TE27,Lincoln,2228,2038,32,115,28,6,9,1764,1642,29,69,15,5,4,1328,370,942,388,940
37109IS23,0,Voting District IS23,Lincoln,3343,2810,331,131,16,12,43,2515,2122,272,82,13,7,19,1575,545,1011,566,1009
37109OB21,0,Voting District OB21,Lincoln,3014,2778,58,96,25,5,52,2210,2070,47,51,18,5,19,1396,297,1084,341,1055
37109DN29,0,Voting District DN29,Lincoln,3455,3212,65,95,28,16,39,2644,2489,49,61,21,10,14,1645,472,1157,470,1175
37109DW28,0,Voting District DW28,Lincoln,2990,2680,162,73,14,16,45,2234,2033,131,36,10,10,14,1453,470,973,472,980
37109PC22,0,Voting District PC22,Lincoln,3444,3157,62,157,10,7,51,2582,2413,47,92,8,7,15,1505,371,1110,399,1106
37109HG17,0,Voting District HG17,Lincoln,2970,1912,382,605,11,7,53,2156,1507,270,357,8,5,9,976,455,514,456,520
37109OG10,0,Voting District OG10,Lincoln,2512,2132,79,273,12,2,14,1895,1661,60,158,8,2,6,1091,345,726,423,668
37111N.COVE,0,Voting District N.COVE,McDowell,1046,1010,2,5,8,0,21,859,837,2,3,6,0,11,514,177,324,186,328
37111DYSART,0,Voting District DYSART,McDowell,3447,3099,46,138,122,12,30,2638,2419,40,79,80,11,9,1146,404,719,451,695
37111GLENWD,0,Voting District GLENWD,McDowell,2478,2387,9,47,12,4,19,1957,1899,6,30,10,4,8,1083,308,764,374,709
37111M.COVE,0,Voting District M.COVE,McDowell,2447,2346,12,63,1,12,13,1894,1829,10,37,1,9,8,1054,290,756,341,713
37111MAR-5,0,Voting District MAR-5,McDowell,1868,1617,32,177,9,3,30,1445,1287,20,110,6,3,19,549,219,321,233,316
37111PLEASA,0,Voting District PLEASA,McDowell,2922,2673,40,156,19,6,28,2295,2161,22,81,14,5,12,1487,449,1014,533,954
37111FORT-1,0,Voting District FORT-1,McDowell,1951,1756,105,68,4,6,12,1524,1401,77,34,4,2,6,910,346,542,399,511
37111MAR-1,0,Voting District MAR-1,McDowell,4285,3756,119,325,36,8,41,3357,3033,93,178,24,7,22,1906,683,1200,749,1157
37111MAR-4,0,Voting District MAR-4,McDowell,2294,1789,31,403,9,9,53,1655,1381,25,218,5,8,18,595,265,320,278,317
37111HIGGIN,0,Voting District HIGGIN,McDowell,3144,2605,350,135,23,14,17,2640,2151,348,104,16,14,7,734,263,459,312,422
37111MAR-3,0,Voting District MAR-3,McDowell,1605,1370,26,185,6,7,11,1211,1073,22,96,4,7,9,547,216,322,236,311
37111WEST-M,0,Voting District WEST-M,McDowell,5545,4924,227,292,30,6,66,4238,3847,176,157,22,4,32,2115,798,1282,871,1244
37111CCREEK,0,Voting District CCREEK,McDowell,2415,2323,26,21,7,15,23,1930,1872,17,13,3,12,13,1571,494,1046,538,1033
37111FORT-2,0,Voting District FORT-2,McDowell,2561,2335,121,56,9,3,37,2057,1892,98,33,7,2,25,765,291,467,314,451
37111MAR-2,0,Voting District MAR-2,McDowell,2350,1687,393,189,19,10,52,1826,1364,309,108,16,7,22,1102,619,465,650,452
37111NEBO,0,Voting District NEBO,McDowell,3425,3161,120,89,27,9,19,2727,2545,100,47,16,7,12,1789,626,1140,747,1042
37111T.COVE,0,Voting District T.COVE,McDowell,1213,1144,4,43,3,7,12,958,919,2,25,3,6,3,519,123,393,151,368
3711306,0,Voting District 06,Macon,2802,2634,12,91,32,17,16,2245,2137,7,56,23,13,9,1460,565,862,591,869
3711310,0,Voting District 10,Macon,466,415,9,36,0,1,5,380,342,6,26,0,1,5,291,121,167,130,161
3711311,0,Voting District 11,Macon,3858,3478,28,290,9,9,44,3071,2838,21,175,5,9,23,1765,645,1098,752,1013
3711309,0,Voting District 09,Macon,2668,2488,15,125,7,5,28,2296,2167,9,90,6,3,21,1626,643,960,630,996
3711305,0,Voting District 05,Macon,3828,3374,28,348,32,23,23,2991,2723,13,204,20,18,13,1723,630,1058,727,996
3711308,0,Voting District 08,Macon,523,495,1,17,2,2,6,451,431,0,11,2,2,5,303,99,201,97,206
3711302,0,Voting District 02,Macon,1940,1460,35,374,19,18,34,1495,1193,30,231,14,13,14,864,394,459,417,447
3711312,0,Voting District 12,Macon,2436,2208,140,46,9,9,24,2007,1837,115,27,8,6,14,1379,532,816,587,792
3711307,0,Voting District 07,Macon,2691,2502,7,134,30,5,13,2208,2079,6,84,24,5,10,1366,471,874,531,835
3711313,0,Voting District 13,Macon,802,768,0,25,0,2,7,667,646,0,15,0,2,4,392,92,296,108,284
3711314,0,Voting District 14,Macon,894,874,0,8,1,6,5,751,736,0,6,1,5,3,494,154,336,159,335
3711315,0,Voting District 15,Macon,2273,2179,7,42,5,12,28,1871,1807,6,31,4,9,14,1242,482,746,527,715
3711304,0,Voting District 04,Macon,2050,1875,14,134,6,4,17,1612,1506,7,83,6,3,7,966,369,576,395,571
3711301,0,Voting District 01,Macon,3234,2827,75,256,30,15,31,2614,2351,60,160,20,8,15,1673,712,933,787,886
3711303,0,Voting District 03,Macon,3457,3022,48,304,22,15,46,2729,2443,41,193,14,13,25,1642,691,915,747,895
37115SANDY,0,Voting District SANDY,Madison,543,530,1,2,1,0,9,437,429,1,1,1,0,5,287,146,139,154,133
37115NORTH,0,Voting District NORTH,Madison,3078,2942,4,95,8,4,25,2466,2374,3,63,6,4,16,1588,828,725,872,716
37115LAUREL,0,Voting District LAUREL,Madison,1174,1133,1,22,0,11,7,945,920,1,12,0,6,6,570,314,249,329,241
37115REVERE,0,Voting District REVERE,Madison,316,300,8,5,1,1,1,263,251,7,2,1,1,1,176,113,61,126,50
37115GRAPEV,0,Voting District GRAPEV,Madison,1498,1446,7,24,4,0,17,1148,1113,3,18,3,0,11,621,271,345,302,319
37115EBBS-C,0,Voting District EBBS-C,Madison,1264,1223,11,14,1,1,14,1002,980,7,7,0,1,7,653,258,387,264,389
37115MARS-H,0,Voting District MARS-H,Madison,4654,4270,181,101,33,9,60,3867,3537,177,71,27,8,47,2256,1066,1159,1071,1185
37115SOUTH,0,Voting District SOUTH,Madison,1268,1198,4,31,1,4,30,982,938,3,17,1,4,19,663,355,290,375,288
37115WALNUT,0,Voting District WALNUT,Madison,1635,1588,0,9,15,6,17,1330,1294,0,8,11,5,12,830,357,461,404,426
37115HOT-SP,0,Voting District HOT-SP,Madison,1248,1212,5,21,0,0,10,952,932,5,8,0,0,7,603,327,268,367,236
37115SPRING,0,Voting District SPRING,Madison,917,890,2,8,3,2,12,780,757,2,8,2,2,9,522,295,215,331,191
37115BEECH,0,Voting District BEECH,Madison,3169,3002,9,91,11,5,51,2500,2401,8,56,5,4,26,1610,696,893,714,896
37117W,0,Voting District W,Martin,1256,913,296,23,1,18,5,994,703,258,13,1,15,4,629,234,393,326,302
37117J,0,Voting District J,Martin,2689,1843,726,69,2,11,38,2075,1458,548,39,1,8,21,1414,590,814,764,650
37117GR,0,Voting District GR,Martin,1262,1016,205,31,1,2,7,1004,804,174,19,1,2,4,758,226,529,332,426
37117GN,0,Voting District GN,Martin,1100,381,654,55,0,3,7,905,320,537,42,0,3,3,634,406,227,443,191
37117HM,0,Voting District HM,Martin,1177,455,692,17,2,3,8,929,382,525,11,2,3,6,658,425,232,458,200
37117W2,0,Voting District W2,Martin,4386,1888,2345,85,18,9,41,3359,1588,1688,41,14,9,19,2274,1428,843,1531,743
37117HS,0,Voting District HS,Martin,367,136,230,1,0,0,0,312,124,188,0,0,0,0,216,140,75,149,67
37117R2,0,Voting District R2,Martin,1935,609,1252,54,3,3,14,1536,512,970,36,3,3,12,1019,700,318,721,298
37117W1,0,Voting District W1,Martin,4726,2068,2372,208,33,5,40,3593,1719,1700,128,21,5,20,2174,1212,954,1370,804
37117PP,0,Voting District PP,Martin,511,317,154,26,3,3,8,387,259,111,11,1,3,2,212,82,130,102,110
37117R1,0,Voting District R1,Martin,1516,485,918,92,9,2,10,1196,423,705,57,6,1,4,757,504,249,526,231
37117CR,0,Voting District CR,Martin,1515,940,484,74,4,2,11,1158,734,365,48,4,2,5,698,312,383,365,333
37117BG,0,Voting District BG,Martin,2065,1739,273,34,0,4,15,1622,1373,216,25,0,3,5,1098,280,810,424,674
37119028,0,Voting District 028,Mecklenburg,3625,881,2137,381,129,14,83,2770,799,1570,240,105,10,46,1357,1144,200,1111,246
37119029,0,Voting District 029,Mecklenburg,4306,1497,957,1371,393,34,54,3152,1312,657,850,266,31,36,1318,973,331,905,413
37119030,0,Voting District 030,Mecklenburg,2781,1822,646,154,86,15,58,2461,1676,546,109,78,10,42,1406,1136,256,1074,332
37119031,0,Voting District 031,Mecklenburg,3797,102,3451,103,23,30,88,2659,86,2428,59,14,20,52,1652,1631,17,1592,60
37119032,0,Voting District 032,Mecklenburg,2423,2299,14,38,38,3,31,1690,1618,8,28,27,3,6,1602,633,965,516,1086
37119033,0,Voting District 033,Mecklenburg,4140,1320,1160,1469,92,19,80,3136,1181,822,1005,73,17,38,1300,970,319,908,392
37119034,0,Voting District 034,Mecklenburg,4109,1952,1103,675,250,13,116,3257,1744,808,452,173,12,68,1634,1134,475,1064,570
37119219,0,Voting District 219,Mecklenburg,3234,2338,358,320,133,30,55,2426,1842,262,173,104,18,27,1455,555,889,509,946
37119221,0,Voting District 221,Mecklenburg,5710,4873,336,273,141,25,62,4229,3677,236,173,97,17,29,2879,891,1971,835,2044
37119222,0,Voting District 222,Mecklenburg,9269,2699,5255,711,296,41,267,6351,2258,3347,384,210,34,118,3694,2667,998,2369,1325
37119150,0,Voting District 150,Mecklenburg,4743,2289,1873,327,137,22,95,3466,1846,1266,199,101,14,40,2032,1244,767,1112,920
37119223.1,0,Voting District 223.1,Mecklenburg,8790,4643,3156,500,272,15,204,6055,3438,2020,311,192,12,82,4082,2437,1623,2147,1935
37119224,0,Voting District 224,Mecklenburg,4037,2111,1148,418,220,23,117,3036,1764,779,256,171,13,53,1564,839,719,763,801
37119226,0,Voting District 226,Mecklenburg,5273,3849,630,402,258,12,122,4171,3134,466,290,205,8,68,2519,1245,1259,1071,1448
37119227,0,Voting District 227,Mecklenburg,7842,5902,565,523,650,24,178,5336,4077,374,352,441,21,71,3564,1645,1895,1376,2188
37119229,0,Voting District 229,Mecklenburg,8598,5050,1804,1030,517,17,180,6274,3901,1222,667,395,14,75,3477,1766,1685,1532,1945
37119230,0,Voting District 230,Mecklenburg,9345,3584,2872,1751,896,27,215,6725,2866,1938,1149,653,21,98,3426,2269,1134,2047,1379
37119231,0,Voting District 231,Mecklenburg,6473,3672,1133,1053,447,19,149,4816,2937,745,689,351,15,79,2521,1371,1130,1244,1277
37119232,0,Voting District 232,Mecklenburg,6793,5046,455,488,638,13,153,5142,3938,340,327,459,11,67,3492,1580,1892,1308,2184
37119233,0,Voting District 233,Mecklenburg,5109,4634,112,99,217,2,45,3921,3578,91,79,145,2,26,3058,1170,1861,1011,2047
37119234,0,Voting District 234,Mecklenburg,5638,3267,1102,978,87,28,176,4107,2638,712,597,73,24,63,2146,1075,1045,979,1167
37119035,0,Voting District 035,Mecklenburg,2124,1706,245,84,53,3,33,1635,1321,196,59,38,1,20,1182,667,512,581,601
37119036,0,Voting District 036,Mecklenburg,3152,2722,133,81,167,4,45,2492,2174,108,53,130,3,24,1927,950,950,806,1121
37119037,0,Voting District 037,Mecklenburg,2699,2060,112,416,71,5,35,2262,1821,91,268,59,4,19,1447,762,667,667,780
37119038,0,Voting District 038,Mecklenburg,3685,1863,759,907,83,18,55,3031,1672,594,639,73,17,36,1401,899,482,830,571
37119039,0,Voting District 039,Mecklenburg,4860,264,4098,248,179,7,64,3121,232,2589,157,110,5,28,1583,1542,36,1502,81
37119041,0,Voting District 041,Mecklenburg,4555,571,3316,310,261,25,72,3188,506,2254,197,169,21,41,1591,1439,144,1407,184
37119042,0,Voting District 042,Mecklenburg,4950,210,3535,1054,79,12,60,3650,182,2716,661,50,9,32,1924,1857,64,1836,88
37119236,0,Voting District 236,Mecklenburg,5192,4512,279,213,89,37,62,3863,3434,187,133,57,28,24,2466,736,1711,685,1781
37119237,0,Voting District 237,Mecklenburg,6335,2322,2706,817,263,16,211,4676,1948,1902,516,200,12,98,2392,1813,553,1670,722
37119238.1,0,Voting District 238.1,Mecklenburg,4160,2550,1053,264,184,11,98,2924,1863,713,172,128,8,40,2148,1272,866,1155,993
37119151,0,Voting District 151,Mecklenburg,5479,2185,2295,595,233,12,159,3854,1680,1561,359,168,9,77,2472,1815,643,1568,904
37119239,0,Voting District 239,Mecklenburg,4584,1994,1520,315,626,9,120,3320,1533,1074,189,459,7,58,2066,1359,688,1209,857
37119145,0,Voting District 145,Mecklenburg,13193,8228,3171,770,687,28,309,9286,5979,2193,464,483,27,140,6161,3517,2614,2972,3189
37119241,0,Voting District 241,Mecklenburg,5961,4409,894,379,159,10,110,4448,3374,657,240,111,10,56,2756,1236,1489,1119,1637
37119242,0,Voting District 242,Mecklenburg,3341,3067,109,59,68,10,28,2536,2341,80,41,56,7,11,2030,598,1423,483,1547
37119208,0,Voting District 208,Mecklenburg,5644,5212,138,132,96,9,57,4341,4032,116,81,73,7,32,3076,1048,2010,950,2126
37119243,0,Voting District 243,Mecklenburg,11571,5666,3087,1847,679,29,263,8303,4397,2100,1196,477,21,112,4653,2755,1864,2407,2246
37119220,0,Voting District 220,Mecklenburg,3764,3133,279,197,100,15,40,3017,2574,216,129,64,13,21,1849,645,1184,600,1249
